#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RHOA	PLEKHG2	4448110	4447772	9606.ENSP00000400175	9606.ENSP00000392906	0	0	0	0	0.049	0.404	0.900	0.353	0.958
NCOA2	NCOA1	4448095	4447214	9606.ENSP00000399968	9606.ENSP00000385216	0	0	0	0.817	0.082	0.510	0.900	0.849	0.958
EEF1A1	PSMD1	4440919	4438504	9606.ENSP00000339063	9606.ENSP00000309474	0	0	0	0	0.902	0.586	0	0.067	0.958
VEGFA	TMSB4X	4451310	4445428	9606.ENSP00000478570	9606.ENSP00000370010	0	0	0	0	0	0	0.900	0.600	0.958
PABPC1	EIF4H	4438834	4435645	9606.ENSP00000313007	9606.ENSP00000265753	0	0	0	0	0.199	0.162	0.900	0.448	0.958
RNF2	TP53	4442902	4435880	9606.ENSP00000356480	9606.ENSP00000269305	0	0	0	0	0.055	0.379	0.900	0.382	0.958
IFI27	XAF1	4451772	4442548	9606.ENSP00000483430	9606.ENSP00000354822	0	0	0	0	0.248	0	0.900	0.493	0.958
FCHO2	PACSIN2	4447813	4435223	9606.ENSP00000393776	9606.ENSP00000263246	0	0	0	0	0.061	0	0.900	0.598	0.958
NID1	LAMA5	4435391	4434270	9606.ENSP00000264187	9606.ENSP00000252999	0	0	0	0	0.064	0.157	0.900	0.539	0.958
GNB1	GNB2L1	4451621	4449378	9606.ENSP00000481878	9606.ENSP00000426909	0	0	0.417	0.679	0.061	0.472	0.900	0.399	0.958
PTPN6	ZAP70	4447701	4435526	9606.ENSP00000391592	9606.ENSP00000264972	0	0	0	0.547	0.130	0.456	0.900	0.460	0.958
DUT	UNG	4445481	4433824	9606.ENSP00000370376	9606.ENSP00000242576	0.254	0	0	0	0.472	0.269	0	0.872	0.958
HDAC1	NOTCH1	4444211	4436260	9606.ENSP00000362649	9606.ENSP00000277541	0	0	0	0	0	0.144	0.900	0.548	0.958
HLA-B	PDIA3	4448060	4437661	9606.ENSP00000399168	9606.ENSP00000300289	0	0	0	0	0	0.348	0.900	0.420	0.958
HNRNPF	SF3B1	4448121	4440663	9606.ENSP00000400433	9606.ENSP00000335321	0	0	0	0	0.389	0	0.900	0.378	0.958
RHOA	GDI2	4448110	4445338	9606.ENSP00000400175	9606.ENSP00000369538	0	0	0	0	0.342	0.187	0.900	0.301	0.957
SENP1	HDAC1	4447866	4444211	9606.ENSP00000394791	9606.ENSP00000362649	0	0	0	0	0.086	0.379	0.900	0.340	0.957
PIK3R1	JAK1	4449428	4441317	9606.ENSP00000428056	9606.ENSP00000343204	0	0	0	0	0.062	0.408	0.900	0.320	0.957
EP300	USF2	4435224	4433219	9606.ENSP00000263253	9606.ENSP00000222305	0	0	0	0	0.061	0.407	0.900	0.330	0.957
SEC31A	COPB2	4446393	4440101	9606.ENSP00000378721	9606.ENSP00000329419	0	0	0	0	0.335	0	0.900	0.407	0.957
SRSF3	LSM8	4444253	4434090	9606.ENSP00000362820	9606.ENSP00000249299	0	0	0	0	0.462	0	0.900	0.269	0.957
ESR1	GRB2	4448358	4446042	9606.ENSP00000405330	9606.ENSP00000376345	0	0	0	0	0	0.322	0.900	0.418	0.957
ITSN1	RAB5A	4445530	4436053	9606.ENSP00000370719	9606.ENSP00000273047	0	0	0	0	0	0.117	0.900	0.560	0.957
NCOA2	NCOA6	4448095	4444453	9606.ENSP00000399968	9606.ENSP00000363929	0	0	0	0	0.087	0.240	0.900	0.455	0.957
ESR1	FKBP4	4448358	4432546	9606.ENSP00000405330	9606.ENSP00000001008	0	0	0	0	0	0.396	0.900	0.350	0.957
SEC13	PDCD6	4445779	4435518	9606.ENSP00000373312	9606.ENSP00000264933	0	0	0	0	0.082	0.117	0.900	0.532	0.957
HNRNPDL	HNRNPF	4451754	4448121	9606.ENSP00000483254	9606.ENSP00000400433	0	0	0	0	0.245	0.824	0	0.704	0.957
PRMT1	HDAC1	4448400	4444211	9606.ENSP00000406162	9606.ENSP00000362649	0	0	0	0	0.167	0.071	0.900	0.517	0.957
LMNA	LMNB2	4443076	4439894	9606.ENSP00000357283	9606.ENSP00000327054	0	0	0	0.942	0.099	0.543	0.900	0.824	0.957
CFL1	CAP1	4449639	4444027	9606.ENSP00000432660	9606.ENSP00000361883	0	0	0	0	0.226	0.887	0	0.547	0.957
ESR1	HSPB1	4448358	4434059	9606.ENSP00000405330	9606.ENSP00000248553	0	0	0	0	0	0.336	0.900	0.414	0.957
GRB2	PTEN	4446042	4443848	9606.ENSP00000376345	9606.ENSP00000361021	0	0	0	0	0.062	0	0.900	0.580	0.957
CYFIP2	CDC42	4450126	4446990	9606.ENSP00000444645	9606.ENSP00000383118	0	0	0	0	0.133	0.188	0.900	0.458	0.956
PIK3R1	PTPN6	4449428	4447701	9606.ENSP00000428056	9606.ENSP00000391592	0	0	0	0	0.062	0.477	0.900	0.226	0.956
NDE1	CDK5RAP2	4446534	4441367	9606.ENSP00000379643	9606.ENSP00000343818	0	0	0	0	0	0	0.900	0.580	0.956
COPB2	RINT1	4440101	4434565	9606.ENSP00000329419	9606.ENSP00000257700	0	0	0	0	0.092	0.471	0.900	0.199	0.956
TAPBP	HLA-F	4448337	4434738	9606.ENSP00000404833	9606.ENSP00000259951	0	0	0	0	0.096	0.090	0.900	0.537	0.956
POLR2A	TAF1	4451459	4448421	9606.ENSP00000480158	9606.ENSP00000406549	0	0	0	0	0.171	0.128	0.900	0.471	0.956
MBD5	FOXK2	4447302	4440706	9606.ENSP00000386049	9606.ENSP00000335677	0	0	0	0	0.061	0	0.900	0.570	0.956
INPP5D	JAK1	4448359	4441317	9606.ENSP00000405338	9606.ENSP00000343204	0	0	0	0	0	0.525	0.900	0.164	0.956
FCHO2	ITSN1	4447813	4445530	9606.ENSP00000393776	9606.ENSP00000370719	0	0	0	0	0.084	0.064	0.900	0.552	0.956
TLE3	AES	4450409	4433172	9606.ENSP00000452871	9606.ENSP00000221561	0	0	0	0.918	0.088	0.537	0.900	0.670	0.956
HNRNPA1	SRRM2	4441190	4437792	9606.ENSP00000341826	9606.ENSP00000301740	0	0	0	0	0.090	0.433	0.900	0.252	0.956
PKM	PCK2	4439337	4432982	9606.ENSP00000320171	9606.ENSP00000216780	0	0	0	0	0.061	0	0.900	0.566	0.955
RHOA	ARHGAP9	4448110	4446186	9606.ENSP00000400175	9606.ENSP00000377380	0	0	0	0	0	0.191	0.900	0.490	0.955
NCOA2	NCOA3	4448095	4443859	9606.ENSP00000399968	9606.ENSP00000361066	0	0	0	0.886	0.067	0.510	0.900	0.899	0.955
SMAD4	NCOR1	4441161	4435844	9606.ENSP00000341551	9606.ENSP00000268712	0	0	0	0	0.082	0.342	0.900	0.352	0.955
ING5	EP300	4439496	4435224	9606.ENSP00000322142	9606.ENSP00000263253	0	0	0	0	0.072	0.334	0.900	0.362	0.955
RIC1	COG5	4448842	4437367	9606.ENSP00000416696	9606.ENSP00000297135	0	0	0	0	0	0	0.900	0.570	0.955
INPP5D	PTPN6	4448359	4447701	9606.ENSP00000405338	9606.ENSP00000391592	0	0	0	0	0.159	0.067	0.900	0.500	0.955
ESR1	USF1	4448358	4443013	9606.ENSP00000405330	9606.ENSP00000357000	0	0	0	0	0	0.392	0.900	0.326	0.955
SRSF3	SF3B1	4444253	4440663	9606.ENSP00000362820	9606.ENSP00000335321	0	0	0	0	0.349	0	0.900	0.368	0.955
MX1	JAK1	4446835	4441317	9606.ENSP00000381601	9606.ENSP00000343204	0	0	0	0	0	0.064	0.900	0.565	0.955
GTF2F2	TAF7	4441082	4438816	9606.ENSP00000340823	9606.ENSP00000312709	0	0	0	0	0.103	0	0.900	0.539	0.955
LCP1	BIN2	4446831	4435736	9606.ENSP00000381581	9606.ENSP00000267012	0	0	0	0	0.394	0.185	0.900	0.203	0.955
INPP5D	GRB2	4448359	4446042	9606.ENSP00000405338	9606.ENSP00000376345	0	0	0	0.623	0.061	0.472	0.900	0.479	0.955
PRMT1	ESR1	4448400	4448358	9606.ENSP00000406162	9606.ENSP00000405330	0	0	0	0	0	0.320	0.900	0.398	0.955
YBX1	PTBP1	4443961	4441922	9606.ENSP00000361626	9606.ENSP00000349428	0	0	0	0	0.176	0.140	0.900	0.442	0.955
SREBF1	EP300	4441794	4435224	9606.ENSP00000348069	9606.ENSP00000263253	0	0	0	0	0	0.407	0.900	0.306	0.955
CDC42	MTOR	4446990	4442490	9606.ENSP00000383118	9606.ENSP00000354558	0	0	0	0	0	0.185	0.900	0.496	0.955
ITGAX	STAT3	4450468	4435468	9606.ENSP00000454623	9606.ENSP00000264657	0	0	0	0	0.058	0	0.900	0.556	0.954
PUF60	HNRNPA1	4449703	4441190	9606.ENSP00000434359	9606.ENSP00000341826	0	0	0	0.573	0.302	0.308	0.900	0.331	0.954
GRB2	LCK	4446042	4440823	9606.ENSP00000376345	9606.ENSP00000337825	0	0	0	0.741	0	0.475	0.900	0.690	0.954
NCOA1	NCOA3	4447214	4443859	9606.ENSP00000385216	9606.ENSP00000361066	0	0	0	0.770	0.062	0.454	0.900	0.825	0.954
BNIP3L	GABARAP	4445427	4438261	9606.ENSP00000370003	9606.ENSP00000306866	0	0	0	0	0.077	0.336	0.800	0.673	0.954
HNRNPDL	HNRNPH3	4451754	4435656	9606.ENSP00000483254	9606.ENSP00000265866	0	0	0	0	0.278	0.879	0	0.520	0.954
SNRNP70	LSM8	4451051	4434090	9606.ENSP00000472998	9606.ENSP00000249299	0	0	0	0	0.387	0	0.900	0.311	0.954
CDC42	MYH10	4446990	4442375	9606.ENSP00000383118	9606.ENSP00000353590	0	0	0	0	0.062	0.316	0.900	0.371	0.954
HNRNPF	TIAL1	4448121	4443255	9606.ENSP00000400433	9606.ENSP00000358089	0	0	0	0	0.440	0.050	0.900	0.252	0.954
HNRNPA2B1	SF3B1	4441649	4440663	9606.ENSP00000346694	9606.ENSP00000335321	0	0	0	0	0.259	0.305	0.900	0.214	0.954
COL4A2	COL1A2	4442382	4437383	9606.ENSP00000353654	9606.ENSP00000297268	0	0	0.411	0.706	0.353	0.093	0.900	0.607	0.953
ACTG1	RHOA	4450595	4448110	9606.ENSP00000458162	9606.ENSP00000400175	0	0	0	0	0.140	0.076	0.900	0.489	0.953
ITGAX	STAT1	4450468	4442456	9606.ENSP00000454623	9606.ENSP00000354394	0	0	0	0	0.061	0	0.900	0.547	0.953
HLA-B	CALR	4448060	4439395	9606.ENSP00000399168	9606.ENSP00000320866	0	0	0	0	0	0.348	0.900	0.349	0.953
PTEN	NOTCH1	4443848	4436260	9606.ENSP00000361021	9606.ENSP00000277541	0	0	0	0	0.140	0.087	0	0.945	0.953
INPP5D	PTEN	4448359	4443848	9606.ENSP00000405338	9606.ENSP00000361021	0	0	0	0	0.050	0.055	0.900	0.538	0.953
SNAPC3	BDP1	4445456	4442158	9606.ENSP00000370200	9606.ENSP00000351575	0	0	0	0	0.061	0	0.900	0.543	0.953
GRB2	MTOR	4446042	4442490	9606.ENSP00000376345	9606.ENSP00000354558	0	0	0	0	0	0.166	0.900	0.487	0.953
SEC22B	COPB2	4450710	4440101	9606.ENSP00000463393	9606.ENSP00000329419	0	0	0	0	0.109	0.302	0.900	0.335	0.953
RIC1	COG4	4448842	4439024	9606.ENSP00000416696	9606.ENSP00000315775	0	0	0	0	0.173	0	0.900	0.483	0.953
FHL2	TP53	4447410	4435880	9606.ENSP00000386665	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.554	0.953
PTBP1	TARDBP	4441922	4433764	9606.ENSP00000349428	9606.ENSP00000240185	0	0	0	0	0.939	0.117	0	0.203	0.953
EPN1	FCHO2	4448405	4447813	9606.ENSP00000406209	9606.ENSP00000393776	0	0	0	0	0.062	0	0.900	0.542	0.953
PPP1R12B	MYL12B	4451176	4450713	9606.ENSP00000476755	9606.ENSP00000463559	0	0	0	0	0	0.264	0.900	0.407	0.952
SDCCAG8	PCM1	4442687	4439896	9606.ENSP00000355499	9606.ENSP00000327077	0	0	0	0	0.062	0	0.900	0.532	0.952
PCGF5	PHC1	4450168	4449958	9606.ENSP00000445704	9606.ENSP00000440674	0	0	0	0	0.054	0.267	0.900	0.402	0.952
GNB1	CDC42	4451621	4446990	9606.ENSP00000481878	9606.ENSP00000383118	0	0	0	0	0.247	0.171	0.900	0.330	0.952
RNF111	WWP1	4450438	4449416	9606.ENSP00000453872	9606.ENSP00000427793	0	0	0	0	0.061	0.054	0.900	0.529	0.952
ICE1	ELL	4437306	4435141	9606.ENSP00000296564	9606.ENSP00000262809	0	0	0	0	0.062	0.117	0.900	0.497	0.952
SFPQ	PTBP1	4441968	4441922	9606.ENSP00000349748	9606.ENSP00000349428	0	0	0	0	0.858	0.379	0	0.503	0.952
SNRNP70	SRRM2	4451051	4437792	9606.ENSP00000472998	9606.ENSP00000301740	0	0	0	0	0.186	0.373	0.900	0.186	0.952
PIAS3	EP300	4446098	4435224	9606.ENSP00000376765	9606.ENSP00000263253	0	0	0	0	0.063	0.352	0.900	0.303	0.952
CDC42	MYH9	4446990	4432924	9606.ENSP00000383118	9606.ENSP00000216181	0	0	0	0	0.066	0.261	0.900	0.394	0.952
SMC3	SMC4	4442527	4441992	9606.ENSP00000354720	9606.ENSP00000349961	0	0	0.349	0.564	0.870	0.332	0	0.886	0.952
SERPINH1	COL4A2	4449706	4442382	9606.ENSP00000434412	9606.ENSP00000353654	0	0	0	0	0.338	0.062	0.900	0.327	0.952
RAB5A	STAM2	4436053	4435333	9606.ENSP00000273047	9606.ENSP00000263904	0	0	0	0	0.061	0.350	0.900	0.318	0.952
P4HB	COL1A1	4439955	4433346	9606.ENSP00000327801	9606.ENSP00000225964	0	0	0	0	0.069	0.379	0.900	0.273	0.952
PTPN6	CSF2RB	4447701	4447068	9606.ENSP00000391592	9606.ENSP00000384053	0	0	0	0	0.260	0.379	0.900	0.070	0.951
TAF15	HNRNPA1	4451093	4441190	9606.ENSP00000474096	9606.ENSP00000341826	0	0	0	0.640	0.934	0.133	0	0.508	0.951
POLR2A	ATM	4451459	4436300	9606.ENSP00000480158	9606.ENSP00000278616	0	0	0	0	0.083	0.379	0.900	0.249	0.951
MAP4K1	MAP3K11	4450761	4438523	9606.ENSP00000465039	9606.ENSP00000309597	0	0	0	0.554	0.061	0.393	0.900	0.512	0.951
PSMD4	TP53	4443212	4435880	9606.ENSP00000357879	9606.ENSP00000269305	0	0	0	0	0	0.365	0.900	0.295	0.951
NAP1L1	NPM1	4451213	4437352	9606.ENSP00000477538	9606.ENSP00000296930	0	0	0	0	0.689	0.821	0	0.204	0.951
B2M	ZAP70	4450405	4435526	9606.ENSP00000452780	9606.ENSP00000264972	0	0	0	0	0.084	0	0.900	0.510	0.951
PUF60	SRSF3	4449703	4444253	9606.ENSP00000434359	9606.ENSP00000362820	0	0	0	0	0.349	0	0.900	0.312	0.951
SLIT2	CDC42	4449223	4446990	9606.ENSP00000422591	9606.ENSP00000383118	0	0	0	0	0	0.126	0.900	0.489	0.951
PTEN	MTOR	4443848	4442490	9606.ENSP00000361021	9606.ENSP00000354558	0	0	0	0	0	0.314	0	0.932	0.951
JUN	ATN1	4443699	4441885	9606.ENSP00000360266	9606.ENSP00000349076	0	0	0	0	0.068	0	0.900	0.517	0.951
ZNF326	CCAR2	4441079	4438620	9606.ENSP00000340796	9606.ENSP00000310670	0	0	0	0	0.091	0	0.900	0.505	0.951
XPC	CCNH	4436614	4434515	9606.ENSP00000285021	9606.ENSP00000256897	0	0	0	0	0.089	0.313	0.900	0.307	0.950
CTGF	TGFBR2	4442998	4442197	9606.ENSP00000356954	9606.ENSP00000351905	0	0	0	0	0.079	0	0.900	0.510	0.950
IGF2R	RAB5A	4441925	4436053	9606.ENSP00000349437	9606.ENSP00000273047	0	0	0	0	0	0.067	0.900	0.509	0.950
ACTG1	CDC42	4450595	4446990	9606.ENSP00000458162	9606.ENSP00000383118	0	0	0	0	0.105	0.084	0.900	0.470	0.950
PEX26	USP9X	4440230	4439052	9606.ENSP00000331106	9606.ENSP00000316357	0	0	0	0	0	0	0.900	0.526	0.950
RHOA	MYH9	4448110	4432924	9606.ENSP00000400175	9606.ENSP00000216181	0	0	0	0	0.079	0.169	0.900	0.428	0.950
GNB2L1	CCT8	4449378	4436697	9606.ENSP00000426909	9606.ENSP00000286788	0	0	0	0	0.940	0	0	0.200	0.950
GRB2	ITGB4	4446042	4432778	9606.ENSP00000376345	9606.ENSP00000200181	0	0	0	0	0.063	0.391	0.900	0.230	0.950
NXF1	MCM3AP	4449790	4446714	9606.ENSP00000436679	9606.ENSP00000380820	0	0	0	0	0.118	0.734	0	0.806	0.950
POLR2A	SMARCC1	4451459	4434360	9606.ENSP00000480158	9606.ENSP00000254480	0	0	0	0	0.118	0.157	0.900	0.414	0.950
ZFP36L1	XRN1	4447551	4435521	9606.ENSP00000388402	9606.ENSP00000264951	0	0	0	0	0	0	0.900	0.527	0.950
TXN	RRM2	4444406	4442396	9606.ENSP00000363641	9606.ENSP00000353770	0	0	0	0	0.096	0	0.900	0.494	0.950
P4HB	COL1A2	4439955	4437383	9606.ENSP00000327801	9606.ENSP00000297268	0	0	0	0	0.060	0.379	0.900	0.250	0.950
RHOA	ZYX	4448110	4439687	9606.ENSP00000400175	9606.ENSP00000324422	0	0	0	0	0.049	0.100	0.900	0.489	0.950
HNRNPA1	SLU7	4441190	4437371	9606.ENSP00000341826	9606.ENSP00000297151	0	0	0	0	0.063	0.263	0.900	0.363	0.950
LMNB2	LMNB1	4439894	4434861	9606.ENSP00000327054	9606.ENSP00000261366	0	0	0	0.959	0.274	0.336	0.900	0.834	0.949
YBX1	PCBP1	4443961	4438137	9606.ENSP00000361626	9606.ENSP00000305556	0	0	0	0	0.195	0.064	0.900	0.413	0.949
CSF2RB	JAK1	4447068	4441317	9606.ENSP00000384053	9606.ENSP00000343204	0	0	0	0	0	0.435	0.900	0.173	0.949
EIF3M	EIF4H	4449770	4435645	9606.ENSP00000436049	9606.ENSP00000265753	0	0	0	0	0.266	0	0.900	0.363	0.949
SRSF2	SRRM2	4446026	4437792	9606.ENSP00000376276	9606.ENSP00000301740	0	0	0	0	0.184	0	0.900	0.431	0.949
PSMB8	HLA-F	4444469	4434738	9606.ENSP00000364016	9606.ENSP00000259951	0	0	0	0	0.134	0	0.900	0.462	0.949
RNF111	SMAD4	4450438	4441161	9606.ENSP00000453872	9606.ENSP00000341551	0	0	0	0	0.063	0.076	0.900	0.485	0.949
EIF3M	PABPC1	4449770	4438834	9606.ENSP00000436049	9606.ENSP00000313007	0	0	0	0	0.348	0	0.900	0.288	0.949
CTNNB1	RAB5A	4441426	4436053	9606.ENSP00000344456	9606.ENSP00000273047	0	0.001	0	0	0.063	0	0.900	0.504	0.949
HLA-E	CALR	4444757	4439395	9606.ENSP00000365817	9606.ENSP00000320866	0	0	0	0	0	0.379	0.900	0.251	0.949
TAF15	TAF7	4451093	4438816	9606.ENSP00000474096	9606.ENSP00000312709	0	0	0	0	0.055	0.328	0.900	0.292	0.949
NPHS1	CASK	4445133	4445017	9606.ENSP00000368190	9606.ENSP00000367408	0	0	0	0	0.050	0.432	0.900	0.167	0.949
XPC	ATM	4436614	4436300	9606.ENSP00000285021	9606.ENSP00000278616	0	0	0	0	0.063	0.379	0.900	0.227	0.949
CDK5RAP2	PCM1	4441367	4439896	9606.ENSP00000343818	9606.ENSP00000327077	0	0	0	0	0.072	0.228	0.900	0.383	0.949
PIAS3	JAK1	4446098	4441317	9606.ENSP00000376765	9606.ENSP00000343204	0	0	0	0	0.058	0.183	0.900	0.425	0.949
STAT2	STAT3	4439022	4435468	9606.ENSP00000315768	9606.ENSP00000264657	0	0	0	0.867	0.063	0.441	0.900	0.848	0.949
HDAC1	ING5	4444211	4439496	9606.ENSP00000362649	9606.ENSP00000322142	0	0	0	0	0.064	0.185	0.900	0.416	0.949
TBC1D5	SNX6	4448251	4442632	9606.ENSP00000402935	9606.ENSP00000355217	0	0	0	0	0.073	0	0.900	0.498	0.949
TRAF3IP1	KIFAP3	4444161	4442491	9606.ENSP00000362424	9606.ENSP00000354560	0	0	0	0	0.141	0	0.900	0.458	0.949
GNB1	RHOA	4451621	4448110	9606.ENSP00000481878	9606.ENSP00000400175	0	0	0	0	0.153	0.182	0.900	0.346	0.948
ALDH3A2	ADH1B	4441554	4438237	9606.ENSP00000345774	9606.ENSP00000306606	0.048	0	0	0	0.063	0	0.900	0.492	0.948
PTPN6	CTNNB1	4447701	4441426	9606.ENSP00000391592	9606.ENSP00000344456	0	0	0	0	0.062	0.390	0.900	0.202	0.948
IL4R	STAT1	4446450	4442456	9606.ENSP00000379111	9606.ENSP00000354394	0	0	0	0	0.061	0.080	0.900	0.471	0.948
POLR2A	ELL	4451459	4435141	9606.ENSP00000480158	9606.ENSP00000262809	0	0	0	0	0.062	0.379	0.900	0.218	0.948
ESR1	TP53	4448358	4435880	9606.ENSP00000405330	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.919	0.948
IFT20	KIFAP3	4450745	4442491	9606.ENSP00000464443	9606.ENSP00000354560	0	0	0	0	0.061	0	0.900	0.496	0.948
HNRNPA2B1	SRRM2	4441649	4437792	9606.ENSP00000346694	9606.ENSP00000301740	0	0	0	0	0.116	0.327	0.900	0.237	0.948
ACTG1	ARPC1B	4450595	4447620	9606.ENSP00000458162	9606.ENSP00000389631	0	0	0	0	0.102	0.269	0.900	0.311	0.948
TLE3	CTNNB1	4450409	4441426	9606.ENSP00000452871	9606.ENSP00000344456	0	0	0	0	0.064	0.179	0.900	0.408	0.948
ITGAX	STAT6	4450468	4437641	9606.ENSP00000454623	9606.ENSP00000300134	0	0	0	0	0.085	0	0.900	0.480	0.948
RAB5C	VAPA	4450219	4441538	9606.ENSP00000447053	9606.ENSP00000345656	0	0	0	0	0.087	0.363	0.900	0.211	0.948
NCOA6	NCOR1	4444453	4435844	9606.ENSP00000363929	9606.ENSP00000268712	0	0	0	0	0.087	0	0.900	0.479	0.948
JUN	SMARCB1	4443699	4435202	9606.ENSP00000360266	9606.ENSP00000263121	0	0	0	0	0	0.390	0.900	0.219	0.948
NUP153	NUPL2	4450099	4434651	9606.ENSP00000444029	9606.ENSP00000258742	0	0	0	0	0.062	0.114	0.900	0.451	0.948
VEGFA	GRB2	4451310	4446042	9606.ENSP00000478570	9606.ENSP00000376345	0	0	0	0	0	0	0.900	0.510	0.948
HDAC1	RNF2	4444211	4442902	9606.ENSP00000362649	9606.ENSP00000356480	0	0	0	0	0.062	0.138	0.900	0.439	0.948
USO1	SEC31A	4450134	4446393	9606.ENSP00000444850	9606.ENSP00000378721	0	0	0	0	0.063	0	0.900	0.496	0.948
FHL2	EP300	4447410	4435224	9606.ENSP00000386665	9606.ENSP00000263253	0	0	0	0	0.062	0.384	0.900	0.218	0.948
OGT	FOXK2	4444254	4440706	9606.ENSP00000362824	9606.ENSP00000335677	0	0	0	0	0	0.086	0.900	0.477	0.948
MYL12B	CALD1	4450713	4442549	9606.ENSP00000463559	9606.ENSP00000354826	0	0	0	0	0.184	0	0.900	0.425	0.948
NOC2L	UTP6	4439165	4434930	9606.ENSP00000317992	9606.ENSP00000261708	0	0	0	0	0.883	0	0.540	0.115	0.948
PTBP1	LSM8	4441922	4434090	9606.ENSP00000349428	9606.ENSP00000249299	0	0	0	0	0.420	0	0.900	0.166	0.947
ANXA1	ANXA2	4444796	4441580	9606.ENSP00000366109	9606.ENSP00000346032	0	0	0	0.938	0.470	0	0.900	0.851	0.947
TLE4	NOTCH1	4444744	4436260	9606.ENSP00000365720	9606.ENSP00000277541	0	0	0	0	0.050	0.141	0.900	0.429	0.947
SRSF3	TARDBP	4444253	4433764	9606.ENSP00000362820	9606.ENSP00000240185	0	0	0	0	0.931	0	0	0.269	0.947
EPN1	ITSN2	4448405	4441704	9606.ENSP00000406209	9606.ENSP00000347244	0	0	0	0	0.062	0.195	0.900	0.388	0.947
GRB2	HGS	4446042	4440236	9606.ENSP00000376345	9606.ENSP00000331201	0	0	0	0	0.145	0.320	0.900	0.210	0.947
DDX46	SRSF2	4448833	4446026	9606.ENSP00000416534	9606.ENSP00000376276	0	0	0	0	0.260	0	0.900	0.349	0.947
MOSPD2	PLD1	4445402	4441280	9606.ENSP00000369860	9606.ENSP00000342793	0	0	0	0	0	0.264	0.900	0.347	0.947
IFI27	STAT2	4451772	4439022	9606.ENSP00000483430	9606.ENSP00000315768	0	0	0	0	0.085	0	0.900	0.473	0.947
JAK1	FES	4441317	4440267	9606.ENSP00000343204	9606.ENSP00000331504	0	0	0	0.597	0	0.454	0.900	0.203	0.947
SRSF3	CSTF2T	4444253	4440358	9606.ENSP00000362820	9606.ENSP00000332444	0	0	0	0	0.064	0.292	0.900	0.305	0.947
NCOA2	CTNNB1	4448095	4441426	9606.ENSP00000399968	9606.ENSP00000344456	0	0	0	0	0.062	0.379	0.900	0.199	0.947
USO1	COG4	4450134	4439024	9606.ENSP00000444850	9606.ENSP00000315775	0	0	0	0	0.081	0	0.900	0.475	0.947
DDX46	SRRM2	4448833	4437792	9606.ENSP00000416534	9606.ENSP00000301740	0	0	0	0	0.139	0.063	0.900	0.428	0.947
HDAC1	SMARCC1	4444211	4434360	9606.ENSP00000362649	9606.ENSP00000254480	0	0	0	0	0.395	0.829	0	0.526	0.946
SH3GL1	PACSIN2	4435914	4435223	9606.ENSP00000269886	9606.ENSP00000263246	0	0	0	0	0.082	0	0.900	0.469	0.946
CDC42	ARHGAP9	4446990	4446186	9606.ENSP00000383118	9606.ENSP00000377380	0	0	0	0	0.062	0.186	0.900	0.387	0.946
HNRNPA1	LSM8	4441190	4434090	9606.ENSP00000341826	9606.ENSP00000249299	0	0	0	0	0.417	0.084	0.900	0.119	0.946
FCHO2	ITSN2	4447813	4441704	9606.ENSP00000393776	9606.ENSP00000347244	0	0	0	0	0.084	0.064	0.900	0.445	0.946
CEP152	HAUS6	4445475	4445405	9606.ENSP00000370337	9606.ENSP00000369871	0	0	0	0	0.261	0	0.900	0.336	0.946
POLR2A	TAF15	4451459	4451093	9606.ENSP00000480158	9606.ENSP00000474096	0	0	0	0	0.075	0.379	0.900	0.182	0.946
NUP214	SMAD4	4442243	4441161	9606.ENSP00000352400	9606.ENSP00000341551	0	0	0	0	0.049	0.305	0.900	0.290	0.946
RHOA	GNA12	4448110	4436183	9606.ENSP00000400175	9606.ENSP00000275364	0	0	0	0	0.052	0.264	0.900	0.320	0.946
USO1	COPB2	4450134	4440101	9606.ENSP00000444850	9606.ENSP00000329419	0	0	0	0	0.252	0.085	0.900	0.309	0.946
LDHA	EP300	4450150	4435224	9606.ENSP00000445175	9606.ENSP00000263253	0	0	0	0	0	0.278	0.900	0.307	0.945
RHOA	MYH10	4448110	4442375	9606.ENSP00000400175	9606.ENSP00000353590	0	0	0	0	0.057	0.187	0.900	0.374	0.945
SRSF2	PCBP1	4446026	4438137	9606.ENSP00000376276	9606.ENSP00000305556	0	0	0	0	0.162	0	0.900	0.400	0.945
PAXIP1	RIF1	4447067	4433849	9606.ENSP00000384048	9606.ENSP00000243326	0	0	0	0	0.090	0	0.900	0.448	0.945
TAF15	HNRNPA2B1	4451093	4441649	9606.ENSP00000474096	9606.ENSP00000346694	0	0	0	0.590	0.936	0.051	0	0.366	0.945
PPP1R12B	RHOA	4451176	4448110	9606.ENSP00000476755	9606.ENSP00000400175	0	0	0	0	0	0.185	0.900	0.380	0.945
STAT4	STAT1	4446006	4442456	9606.ENSP00000376134	9606.ENSP00000354394	0	0	0	0.945	0.055	0.447	0.900	0.734	0.945
ZMYM2	MYO18A	4451432	4449809	9606.ENSP00000479904	9606.ENSP00000437073	0	0	0	0	0	0	0.900	0.473	0.945
