#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPS15	ITSN2	4443804	4441704	9606.ENSP00000360798	9606.ENSP00000347244	0	0	0	0.567	0.069	0.705	0.900	0.685	0.978
ALOX5	LTA4H	4444382	4433425	9606.ENSP00000363512	9606.ENSP00000228740	0	0	0	0	0	0	0.900	0.792	0.978
SUPT20H	TAF6	4448903	4448098	9606.ENSP00000417510	9606.ENSP00000399982	0	0	0	0	0	0.692	0.720	0.770	0.978
HNRNPC	SF3B2	4450354	4439231	9606.ENSP00000451291	9606.ENSP00000318861	0	0	0	0	0.125	0.646	0.900	0.350	0.977
SF3B2	RBM22	4439231	4432775	9606.ENSP00000318861	9606.ENSP00000199814	0	0	0	0	0.080	0.651	0.900	0.383	0.977
EIF1	EIF2S3	4449043	4434275	9606.ENSP00000419449	9606.ENSP00000253039	0	0	0	0	0.071	0.568	0.900	0.511	0.977
GDI1	ARHGDIA	4447833	4435881	9606.ENSP00000394071	9606.ENSP00000269321	0	0	0	0	0.104	0.413	0.900	0.614	0.977
NCOA6	TGS1	4444453	4434751	9606.ENSP00000363929	9606.ENSP00000260129	0	0	0	0	0.055	0.379	0.900	0.656	0.977
CLTC	ITSN2	4451404	4441704	9606.ENSP00000479606	9606.ENSP00000347244	0	0	0	0	0.115	0.446	0.900	0.599	0.977
SF3B1	SRRM2	4440663	4437792	9606.ENSP00000335321	9606.ENSP00000301740	0	0	0	0	0.186	0.536	0.900	0.480	0.977
MAPK14	NFKBIA	4433482	4432983	9606.ENSP00000229795	9606.ENSP00000216797	0	0	0	0	0	0.593	0.900	0.485	0.977
SRSF5	HNRNPA1	4450384	4441190	9606.ENSP00000452123	9606.ENSP00000341826	0	0	0	0	0.144	0.244	0.900	0.696	0.977
LDHA	PKM	4450150	4439337	9606.ENSP00000445175	9606.ENSP00000320171	0.072	0	0	0	0.239	0.458	0.650	0.859	0.977
HNRNPC	HNRNPH2	4450354	4444038	9606.ENSP00000451291	9606.ENSP00000361927	0	0	0	0	0.106	0.165	0.900	0.732	0.977
TYROBP	LCP2	4435115	4432628	9606.ENSP00000262629	9606.ENSP00000046794	0	0	0	0	0.571	0	0.900	0.522	0.977
C9orf142	XRCC6	4443783	4442230	9606.ENSP00000360682	9606.ENSP00000352257	0	0	0	0	0.101	0.379	0.900	0.642	0.977
HNRNPC	EFTUD2	4450354	4447727	9606.ENSP00000451291	9606.ENSP00000392094	0	0	0	0	0.428	0.478	0.900	0.345	0.977
ZEB1	STAT3	4442472	4435468	9606.ENSP00000354487	9606.ENSP00000264657	0	0	0	0	0.062	0	0.900	0.777	0.977
IFT57	TTC21B	4435447	4433850	9606.ENSP00000264538	9606.ENSP00000243344	0	0	0	0	0.173	0	0.900	0.752	0.977
IFITM1	IFIT3	4447332	4443820	9606.ENSP00000386187	9606.ENSP00000360883	0	0	0	0	0.341	0	0.900	0.687	0.977
KLHL12	DVL3	4442845	4439038	9606.ENSP00000356230	9606.ENSP00000316054	0	0	0	0	0.064	0.591	0.900	0.451	0.976
LCK	STAT3	4440823	4435468	9606.ENSP00000337825	9606.ENSP00000264657	0	0	0	0	0	0.555	0.900	0.517	0.976
LYN	CD79B	4449476	4446076	9606.ENSP00000428924	9606.ENSP00000376544	0	0	0	0	0.095	0.316	0.900	0.659	0.976
TFIP11	SNRNP40	4447119	4435298	9606.ENSP00000384421	9606.ENSP00000263694	0	0	0	0	0.119	0.754	0.900	0	0.976
POLR3A	GTF3C3	4443925	4435343	9606.ENSP00000361446	9606.ENSP00000263956	0	0	0	0	0.144	0.483	0.900	0.524	0.976
CTNNB1	TJP1	4441426	4436435	9606.ENSP00000344456	9606.ENSP00000281537	0	0	0	0	0.075	0	0.900	0.770	0.976
TFIP11	SNRNP200	4447119	4439101	9606.ENSP00000384421	9606.ENSP00000317123	0	0	0	0	0.130	0.131	0.900	0.724	0.976
CLTC	AP1B1	4451404	4442019	9606.ENSP00000479606	9606.ENSP00000350199	0	0	0	0	0.177	0.524	0.900	0.471	0.976
POLR2C	SUPT16H	4433073	4432946	9606.ENSP00000219252	9606.ENSP00000216297	0	0	0	0	0.073	0.269	0.900	0.698	0.976
BGN	TGFB1	4439914	4433189	9606.ENSP00000327336	9606.ENSP00000221930	0	0	0	0	0.062	0.387	0.900	0.637	0.976
RUNX3	NOTCH1	4446960	4436260	9606.ENSP00000382800	9606.ENSP00000277541	0	0	0	0	0.061	0.379	0.900	0.643	0.976
RBM17	SF1	4447560	4444880	9606.ENSP00000388638	9606.ENSP00000366604	0	0	0	0	0.452	0.442	0.900	0.334	0.976
HNRNPA3	PCBP1	4446035	4438137	9606.ENSP00000376309	9606.ENSP00000305556	0	0	0	0	0.452	0.164	0.900	0.555	0.976
DCTN2	BICD2	4448498	4441916	9606.ENSP00000408910	9606.ENSP00000349351	0	0	0	0	0.042	0.427	0.900	0.619	0.976
HDAC2	NFKB1	4449546	4433374	9606.ENSP00000430432	9606.ENSP00000226574	0	0	0	0	0.065	0.717	0.900	0.230	0.976
TRIM25	IFIH1	4439646	4435285	9606.ENSP00000323889	9606.ENSP00000263642	0	0	0	0	0.142	0.157	0.900	0.714	0.976
DYNC2H1	IFT57	4446774	4435447	9606.ENSP00000381167	9606.ENSP00000264538	0	0	0	0	0.088	0	0.900	0.753	0.975
SNX9	SNX5	4445995	4444938	9606.ENSP00000376024	9606.ENSP00000366998	0	0	0	0	0.062	0	0.900	0.759	0.975
PIK3R1	GRB2	4449428	4446042	9606.ENSP00000428056	9606.ENSP00000376345	0	0	0	0	0	0.470	0.900	0.570	0.975
GNB2L1	IGF1R	4449378	4435797	9606.ENSP00000426909	9606.ENSP00000268035	0	0	0	0	0	0.405	0.900	0.616	0.975
RPS6KA1	TSC1	4449746	4437501	9606.ENSP00000435412	9606.ENSP00000298552	0	0	0	0	0.061	0.328	0.900	0.653	0.975
STAT1	MX2	4442456	4440471	9606.ENSP00000354394	9606.ENSP00000333657	0	0	0	0	0.382	0	0.900	0.630	0.975
NCBP2	PABPC1	4439879	4438834	9606.ENSP00000326806	9606.ENSP00000313007	0	0	0	0	0.096	0.351	0.900	0.634	0.975
GRB2	DNM2	4446042	4445839	9606.ENSP00000376345	9606.ENSP00000373905	0	0	0	0	0.061	0.575	0.900	0.465	0.975
CCNF	CUL1	4446633	4439878	9606.ENSP00000380256	9606.ENSP00000326804	0	0	0	0	0.063	0.472	0.900	0.566	0.975
HNRNPH2	SRSF1	4444038	4434667	9606.ENSP00000361927	9606.ENSP00000258962	0	0	0	0	0.226	0.133	0.900	0.677	0.975
DNMT1	EED	4442259	4435244	9606.ENSP00000352516	9606.ENSP00000263360	0	0	0	0	0.070	0.574	0.900	0.443	0.975
SEC13	KLHL12	4445779	4442845	9606.ENSP00000373312	9606.ENSP00000356230	0	0	0	0	0.062	0.117	0.900	0.743	0.975
HNRNPA3	SNRPD3	4446035	4432879	9606.ENSP00000376309	9606.ENSP00000215829	0	0	0	0	0.627	0.352	0.900	0.106	0.975
HDAC2	TCF7L2	4449546	4443308	9606.ENSP00000430432	9606.ENSP00000358404	0	0	0	0	0.066	0.653	0.900	0.322	0.975
IGFBP3	PLG	4445494	4438461	9606.ENSP00000370473	9606.ENSP00000308938	0	0	0	0	0	0.379	0.900	0.640	0.975
STAT3	IL10RA	4435468	4433397	9606.ENSP00000264657	9606.ENSP00000227752	0	0	0	0	0.061	0.299	0.900	0.669	0.975
STAT1	FYN	4442456	4441647	9606.ENSP00000354394	9606.ENSP00000346671	0	0	0	0	0	0.432	0.900	0.601	0.975
EEF2	EIF4A1	4438372	4437038	9606.ENSP00000307940	9606.ENSP00000293831	0	0	0	0	0.804	0.393	0	0.810	0.975
SF3B1	DDX23	4440663	4438627	9606.ENSP00000335321	9606.ENSP00000310723	0	0	0	0	0.180	0.185	0.900	0.657	0.974
SUPT6H	POLR2C	4439257	4433073	9606.ENSP00000319104	9606.ENSP00000219252	0	0	0	0	0.123	0.301	0.900	0.637	0.974
ING5	TP53	4439496	4435880	9606.ENSP00000322142	9606.ENSP00000269305	0	0	0	0	0	0.379	0.900	0.623	0.974
GNB2L1	EIF1	4449378	4449043	9606.ENSP00000426909	9606.ENSP00000419449	0	0	0	0	0.089	0.960	0	0.348	0.974
PRPF40A	SNRPD3	4447382	4432879	9606.ENSP00000386458	9606.ENSP00000215829	0	0	0	0	0.195	0.298	0.900	0.602	0.974
RBFOX2	HNRNPF	4448673	4448121	9606.ENSP00000413035	9606.ENSP00000400433	0	0	0	0	0	0.519	0.900	0.519	0.974
CLTC	AP1G1	4451404	4446158	9606.ENSP00000479606	9606.ENSP00000377148	0	0	0	0	0.257	0.472	0.900	0.427	0.974
RTEL1	WRN	4442343	4437463	9606.ENSP00000353332	9606.ENSP00000298139	0	0	0	0	0.129	0.050	0.900	0.727	0.974
PCF11	DDX39A	4437472	4433830	9606.ENSP00000298281	9606.ENSP00000242776	0	0	0	0	0.107	0.264	0.900	0.652	0.974
RNPC3	EFTUD2	4449651	4447727	9606.ENSP00000432886	9606.ENSP00000392094	0	0	0	0	0.061	0.734	0.900	0.106	0.974
NFE2L1	KEAP1	4442556	4432712	9606.ENSP00000354855	9606.ENSP00000171111	0	0	0	0	0.065	0.832	0	0.851	0.974
BRPF3	ING5	4442029	4439496	9606.ENSP00000350267	9606.ENSP00000322142	0	0	0	0	0.064	0.297	0.900	0.658	0.974
CD79B	FYN	4446076	4441647	9606.ENSP00000376544	9606.ENSP00000346671	0	0	0	0	0	0.316	0.900	0.650	0.974
RUNX3	TP53	4446960	4435880	9606.ENSP00000382800	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.746	0.973
TNFAIP3	TAX1BP1	4451592	4446530	9606.ENSP00000481570	9606.ENSP00000379612	0	0	0	0	0	0.449	0.900	0.563	0.973
KHSRP	CPSF6	4446783	4435722	9606.ENSP00000381216	9606.ENSP00000266679	0	0	0	0	0.857	0.818	0	0	0.973
SEPT7	CDC42EP3	4446882	4437147	9606.ENSP00000381992	9606.ENSP00000295324	0	0	0	0	0	0.313	0.900	0.648	0.973
DNM2	PACSIN2	4445839	4435223	9606.ENSP00000373905	9606.ENSP00000263246	0	0	0	0	0.060	0.436	0.900	0.558	0.973
IPO13	UBE2I	4443922	4441792	9606.ENSP00000361418	9606.ENSP00000348056	0	0	0	0	0.061	0.929	0	0.630	0.973
PCF11	CPSF6	4437472	4435722	9606.ENSP00000298281	9606.ENSP00000266679	0	0	0	0	0.130	0.817	0.540	0.684	0.973
CCL5	PPBP	4451102	4437223	9606.ENSP00000474412	9606.ENSP00000296028	0	0	0	0	0.119	0.223	0.900	0.664	0.973
CTNNB1	IGF1R	4441426	4435797	9606.ENSP00000344456	9606.ENSP00000268035	0	0	0	0	0.061	0.524	0.900	0.482	0.973
TBK1	STAT6	4440145	4437641	9606.ENSP00000329967	9606.ENSP00000300134	0	0	0	0	0.047	0.355	0.900	0.615	0.973
EFTUD2	PRPF40A	4447727	4447382	9606.ENSP00000392094	9606.ENSP00000386458	0	0	0	0	0.323	0.085	0.900	0.622	0.973
STAT1	PDGFRA	4442456	4434540	9606.ENSP00000354394	9606.ENSP00000257290	0	0	0	0	0	0.710	0.900	0.164	0.973
LYN	FCER1G	4449476	4436828	9606.ENSP00000428924	9606.ENSP00000289902	0	0	0	0	0.174	0.435	0.900	0.501	0.973
TBK1	TRIM25	4440145	4439646	9606.ENSP00000329967	9606.ENSP00000323889	0	0	0	0	0.075	0.064	0.900	0.733	0.973
ITPR3	AHCYL1	4444368	4443397	9606.ENSP00000363435	9606.ENSP00000358814	0	0	0	0	0	0	0.900	0.744	0.973
NCOA3	NR3C1	4443859	4433539	9606.ENSP00000361066	9606.ENSP00000231509	0	0	0	0	0	0.509	0.900	0.495	0.973
NCAM1	FYN	4451455	4441647	9606.ENSP00000480132	9606.ENSP00000346671	0	0	0	0	0.061	0.407	0.900	0.580	0.973
RTF1	IWS1	4445870	4437146	9606.ENSP00000374280	9606.ENSP00000295321	0	0	0	0	0.336	0.302	0.900	0.491	0.973
YIPF6	YIPF2	4448909	4434274	9606.ENSP00000417573	9606.ENSP00000253031	0	0	0	0	0.145	0.900	0	0.710	0.973
RHOA	PTK2	4448110	4441125	9606.ENSP00000400175	9606.ENSP00000341189	0	0	0	0	0.061	0	0.900	0.741	0.973
SNX6	VPS35	4442632	4437537	9606.ENSP00000355217	9606.ENSP00000299138	0	0	0	0	0.141	0.340	0.720	0.852	0.973
UBE2I	WRN	4441792	4437463	9606.ENSP00000348056	9606.ENSP00000298139	0	0	0	0	0.061	0.261	0.900	0.664	0.973
ZFP36	EXOSC6	4450924	4448033	9606.ENSP00000469647	9606.ENSP00000398597	0	0	0	0	0.062	0.695	0.900	0.143	0.972
RNPC3	SNRNP200	4449651	4439101	9606.ENSP00000432886	9606.ENSP00000317123	0	0	0	0	0.059	0.709	0.900	0.119	0.972
IFT20	TTC21B	4450745	4433850	9606.ENSP00000464443	9606.ENSP00000243344	0	0	0	0	0.119	0	0.900	0.717	0.972
UPF2	PABPC1	4441853	4438834	9606.ENSP00000348708	9606.ENSP00000313007	0	0	0	0	0.101	0.063	0.900	0.716	0.972
FNBP1	DNM2	4448700	4445839	9606.ENSP00000413625	9606.ENSP00000373905	0	0	0	0	0.066	0.435	0.900	0.536	0.972
C1S	C1QB	4447198	4438900	9606.ENSP00000385035	9606.ENSP00000313967	0	0	0	0	0.227	0	0.900	0.666	0.972
SOS1	RRAS	4447527	4433996	9606.ENSP00000387784	9606.ENSP00000246792	0	0	0	0	0	0.524	0.900	0.465	0.972
HDAC2	TBL1XR1	4449546	4448367	9606.ENSP00000430432	9606.ENSP00000405574	0	0	0	0	0.106	0.558	0.900	0.387	0.972
MAPK14	HMOX1	4433482	4432912	9606.ENSP00000229795	9606.ENSP00000216117	0	0	0	0	0	0	0.900	0.735	0.972
ALYREF	PCBP1	4449181	4438137	9606.ENSP00000421592	9606.ENSP00000305556	0	0	0	0	0.625	0.187	0.900	0.195	0.972
RAB18	GDI1	4451301	4447833	9606.ENSP00000478479	9606.ENSP00000394071	0	0	0	0	0.064	0.679	0.900	0.202	0.972
EPS15	STAM2	4443804	4435333	9606.ENSP00000360798	9606.ENSP00000263904	0	0	0	0	0.064	0.406	0.900	0.561	0.972
STAT1	STAT3	4442456	4435468	9606.ENSP00000354394	9606.ENSP00000264657	0	0	0	0.948	0.062	0.713	0.900	0.950	0.972
EIF4A2	CNOT1	4439848	4439404	9606.ENSP00000326381	9606.ENSP00000320949	0	0	0	0	0.062	0.327	0.900	0.618	0.972
YBX1	HNRNPA2B1	4443961	4441649	9606.ENSP00000361626	9606.ENSP00000346694	0	0	0	0	0.247	0.415	0.900	0.439	0.972
QRSL1	QARS	4443246	4438334	9606.ENSP00000358042	9606.ENSP00000307567	0.076	0	0	0	0.120	0.267	0.900	0.603	0.972
ALYREF	NCBP2	4449181	4439879	9606.ENSP00000421592	9606.ENSP00000326806	0	0	0	0	0.085	0.377	0.900	0.575	0.972
SOS1	RAC1	4447527	4441834	9606.ENSP00000387784	9606.ENSP00000348461	0	0	0	0	0	0.472	0.900	0.516	0.972
PAN2	PABPC1	4448194	4438834	9606.ENSP00000401721	9606.ENSP00000313007	0	0	0	0	0.062	0.393	0.900	0.578	0.972
DDX3X	TBK1	4446966	4440145	9606.ENSP00000382840	9606.ENSP00000329967	0	0	0	0	0.084	0.432	0.800	0.762	0.972
FOS	NR3C1	4438204	4433539	9606.ENSP00000306245	9606.ENSP00000231509	0	0	0	0	0.055	0.299	0.900	0.634	0.972
YWHAZ	CTNNB1	4446480	4441426	9606.ENSP00000379287	9606.ENSP00000344456	0	0	0	0	0.085	0.409	0.900	0.555	0.972
SRSF5	HNRNPA2B1	4450384	4441649	9606.ENSP00000452123	9606.ENSP00000346694	0	0	0	0	0.146	0.384	0.900	0.542	0.972
EIF1	EIF4G3	4449043	4447007	9606.ENSP00000419449	9606.ENSP00000383274	0	0	0	0	0.062	0.260	0.900	0.653	0.972
CCL5	STAT3	4451102	4435468	9606.ENSP00000474412	9606.ENSP00000264657	0	0	0	0	0	0	0.900	0.737	0.972
RAC1	NOXA1	4441834	4441287	9606.ENSP00000348461	9606.ENSP00000342848	0	0	0	0	0	0.379	0.900	0.589	0.972
PHF1	EED	4444405	4435244	9606.ENSP00000363640	9606.ENSP00000263360	0	0	0	0	0.064	0.587	0.900	0.351	0.971
TP53	NR3C1	4435880	4433539	9606.ENSP00000269305	9606.ENSP00000231509	0	0	0	0	0	0.379	0.900	0.572	0.971
PICALM	PIK3C2A	4446137	4435668	9606.ENSP00000377015	9606.ENSP00000265970	0	0	0	0	0.084	0.686	0.900	0.136	0.971
PRPF40A	WBP11	4447382	4434825	9606.ENSP00000386458	9606.ENSP00000261167	0	0	0	0	0.288	0.379	0.900	0.425	0.971
SPEN	NOTCH1	4444620	4436260	9606.ENSP00000364912	9606.ENSP00000277541	0	0	0	0	0.061	0.191	0.900	0.669	0.971
TIAL1	HNRNPM	4443255	4439758	9606.ENSP00000358089	9606.ENSP00000325376	0	0	0	0	0.514	0.191	0.900	0.351	0.971
SF1	HNRNPH2	4444880	4444038	9606.ENSP00000366604	9606.ENSP00000361927	0	0	0	0	0.081	0.517	0.900	0.426	0.971
STAT3	MAPK14	4435468	4433482	9606.ENSP00000264657	9606.ENSP00000229795	0	0	0	0	0.060	0.050	0.900	0.722	0.971
EFTUD2	HNRNPA1	4447727	4441190	9606.ENSP00000392094	9606.ENSP00000341826	0	0	0	0	0.441	0.369	0.900	0.278	0.971
RING1	EED	4444430	4435244	9606.ENSP00000363787	9606.ENSP00000263360	0	0	0	0	0.068	0.050	0.900	0.713	0.971
WRNIP1	WRN	4445451	4437463	9606.ENSP00000370150	9606.ENSP00000298139	0.046	0	0	0	0.066	0.827	0	0.829	0.970
LCK	IL2RB	4440823	4432931	9606.ENSP00000337825	9606.ENSP00000216223	0	0	0	0	0.187	0.379	0.900	0.479	0.970
RPS6KA1	SRF	4449746	4435591	9606.ENSP00000435412	9606.ENSP00000265354	0	0	0	0	0	0.379	0.900	0.564	0.970
SF1	DDX23	4444880	4438627	9606.ENSP00000366604	9606.ENSP00000310723	0	0	0	0	0.135	0.198	0.900	0.625	0.970
EFTUD2	HNRNPM	4447727	4439758	9606.ENSP00000392094	9606.ENSP00000325376	0	0	0	0	0.450	0.348	0.900	0.272	0.970
PTPN1	CTNNB1	4443784	4441426	9606.ENSP00000360683	9606.ENSP00000344456	0	0	0	0	0.064	0.390	0.900	0.535	0.970
PIK3R1	PXN	4449428	4435751	9606.ENSP00000428056	9606.ENSP00000267257	0	0	0	0	0	0.681	0.900	0.138	0.970
MLLT4	RAP1B	4445990	4434137	9606.ENSP00000375960	9606.ENSP00000250559	0	0	0	0	0	0.412	0.900	0.534	0.970
POLDIP3	PCF11	4448001	4437472	9606.ENSP00000397927	9606.ENSP00000298281	0	0	0	0	0.087	0.262	0.900	0.615	0.970
PPP1CB	PPP1R15A	4446400	4432779	9606.ENSP00000378769	9606.ENSP00000200453	0	0	0	0	0.062	0.346	0.900	0.582	0.970
BLVRB	HMOX1	4435245	4432912	9606.ENSP00000263368	9606.ENSP00000216117	0	0	0	0	0.077	0.379	0.900	0.542	0.970
SH3KBP1	DNM2	4446733	4445839	9606.ENSP00000380921	9606.ENSP00000373905	0	0	0	0	0.062	0.490	0.900	0.462	0.970
SREBF1	HMGCS1	4441794	4439546	9606.ENSP00000348069	9606.ENSP00000322706	0	0	0	0	0.063	0	0.900	0.707	0.970
HNRNPF	SNRPD3	4448121	4432879	9606.ENSP00000400433	9606.ENSP00000215829	0	0	0	0	0.638	0	0.900	0.246	0.970
TAX1BP1	TBK1	4446530	4440145	9606.ENSP00000379612	9606.ENSP00000329967	0	0	0	0	0.137	0.360	0.900	0.532	0.970
SRSF5	SF1	4450384	4444880	9606.ENSP00000452123	9606.ENSP00000366604	0	0	0	0	0.314	0.326	0.900	0.439	0.970
PCBP2	SRSF1	4442251	4434667	9606.ENSP00000352438	9606.ENSP00000258962	0	0	0	0	0.614	0.083	0.900	0.268	0.970
CTSB	CTSD	4441541	4433665	9606.ENSP00000345672	9606.ENSP00000236671	0	0	0	0	0.228	0.450	0	0.936	0.970
TRAF3	RNF216	4450450	4445894	9606.ENSP00000454207	9606.ENSP00000374552	0	0	0	0	0	0.389	0.900	0.552	0.970
GDI2	ARHGDIA	4445338	4435881	9606.ENSP00000369538	9606.ENSP00000269321	0	0	0	0	0.212	0	0.900	0.653	0.970
DPY30	HCFC1	4441561	4438516	9606.ENSP00000345837	9606.ENSP00000309555	0	0	0	0	0.061	0.387	0.900	0.542	0.970
RNPC3	SF3B2	4449651	4439231	9606.ENSP00000432886	9606.ENSP00000318861	0	0	0	0	0.063	0.700	0.900	0.090	0.970
EZR	SDC2	4442801	4438282	9606.ENSP00000356042	9606.ENSP00000307046	0	0	0	0	0	0.379	0.900	0.561	0.970
NCOA2	NCOR1	4448095	4435844	9606.ENSP00000399968	9606.ENSP00000268712	0	0	0	0	0.068	0	0.900	0.698	0.969
SF1	PTBP1	4444880	4441922	9606.ENSP00000366604	9606.ENSP00000349428	0	0	0	0	0.442	0.178	0.900	0.403	0.969
SRSF5	HNRNPH2	4450384	4444038	9606.ENSP00000452123	9606.ENSP00000361927	0	0	0	0	0.215	0.050	0.900	0.642	0.969
NOTCH3	JAG1	4435256	4434399	9606.ENSP00000263388	9606.ENSP00000254958	0	0	0	0.702	0.096	0.577	0.900	0.928	0.969
NFATC2	FOS	4446486	4438204	9606.ENSP00000379330	9606.ENSP00000306245	0	0	0	0	0	0.379	0.900	0.545	0.969
FOS	TP53	4438204	4435880	9606.ENSP00000306245	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.706	0.969
B2M	TAP1	4450405	4441602	9606.ENSP00000452780	9606.ENSP00000346206	0	0	0	0	0.216	0.456	0.900	0.366	0.969
TLE1	CTNNB1	4444737	4441426	9606.ENSP00000365682	9606.ENSP00000344456	0	0	0	0	0.064	0.417	0.900	0.502	0.969
QRSL1	NARS	4443246	4434513	9606.ENSP00000358042	9606.ENSP00000256854	0.110	0	0	0	0.063	0.290	0.900	0.567	0.969
DCTN2	ZW10	4448498	4432777	9606.ENSP00000408910	9606.ENSP00000200135	0	0	0	0	0.046	0.774	0	0.871	0.969
IFI27	IFITM1	4451772	4447332	9606.ENSP00000483430	9606.ENSP00000386187	0	0	0	0	0.136	0	0.900	0.670	0.969
LYN	STAT3	4449476	4435468	9606.ENSP00000428924	9606.ENSP00000264657	0	0	0	0	0.061	0.404	0.900	0.520	0.969
PRPF8	HNRNPA1	4450629	4441190	9606.ENSP00000460348	9606.ENSP00000341826	0	0	0	0	0.221	0.506	0.900	0.307	0.969
KIFAP3	IFT57	4442491	4435447	9606.ENSP00000354560	9606.ENSP00000264538	0	0	0	0	0.196	0	0.900	0.646	0.969
PRPF40A	NCBP2	4447382	4439879	9606.ENSP00000386458	9606.ENSP00000326806	0	0	0	0	0.194	0.381	0.900	0.460	0.969
ACADM	ECHS1	4443625	4443119	9606.ENSP00000359871	9606.ENSP00000357535	0.048	0	0.224	0	0.189	0.085	0.900	0.551	0.969
SUMO2	RNF8	4448385	4444195	9606.ENSP00000405965	9606.ENSP00000362578	0	0	0	0	0.062	0.379	0.900	0.530	0.969
SF3B1	SRSF1	4440663	4434667	9606.ENSP00000335321	9606.ENSP00000258962	0	0	0	0	0.212	0.244	0.900	0.548	0.969
SRSF5	SRRM2	4450384	4437792	9606.ENSP00000452123	9606.ENSP00000301740	0	0	0	0	0.131	0.479	0.900	0.411	0.969
NOTCH1	JAG1	4436260	4434399	9606.ENSP00000277541	9606.ENSP00000254958	0	0	0	0.717	0.085	0.577	0.900	0.966	0.969
IFI27	IFIT3	4451772	4443820	9606.ENSP00000483430	9606.ENSP00000360883	0	0	0	0	0.227	0	0.900	0.642	0.969
EZR	PTK2	4442801	4441125	9606.ENSP00000356042	9606.ENSP00000341189	0	0	0	0	0.063	0.379	0.900	0.541	0.969
FKBP5	STIP1	4450132	4442171	9606.ENSP00000444810	9606.ENSP00000351646	0	0	0	0	0.190	0.361	0.900	0.472	0.969
HDAC2	EED	4449546	4435244	9606.ENSP00000430432	9606.ENSP00000263360	0	0	0	0	0.130	0.553	0.900	0.311	0.969
STX16	COG4	4443679	4439024	9606.ENSP00000360183	9606.ENSP00000315775	0	0	0	0	0.064	0.050	0.900	0.694	0.969
CTNND1	VCL	4446884	4432848	9606.ENSP00000382004	9606.ENSP00000211998	0	0	0	0	0.135	0.094	0.900	0.661	0.969
MAPRE1	TUBB	4444588	4440915	9606.ENSP00000364721	9606.ENSP00000339001	0	0	0	0	0.095	0.596	0.900	0.255	0.969
SRSF5	HNRNPC	4450384	4450354	9606.ENSP00000452123	9606.ENSP00000451291	0	0	0	0	0.118	0.244	0.900	0.601	0.969
SF1	SF3B2	4444880	4439231	9606.ENSP00000366604	9606.ENSP00000318861	0	0	0	0	0.236	0.197	0.900	0.565	0.969
CNOT1	PABPC1	4439404	4438834	9606.ENSP00000320949	9606.ENSP00000313007	0	0	0	0	0.226	0	0.900	0.630	0.968
XRCC3	RPA1	4450379	4434378	9606.ENSP00000451974	9606.ENSP00000254719	0.070	0	0	0	0.099	0.261	0.900	0.572	0.968
EPAS1	TCEB2	4435307	4435055	9606.ENSP00000263734	9606.ENSP00000262306	0	0	0	0	0	0.461	0.900	0.454	0.968
GIT1	RAC1	4446338	4441834	9606.ENSP00000378338	9606.ENSP00000348461	0	0	0	0	0	0.467	0.900	0.459	0.968
PCF11	POLR2C	4437472	4433073	9606.ENSP00000298281	9606.ENSP00000219252	0	0	0	0	0.071	0.050	0.900	0.687	0.968
SQSTM1	TBK1	4445887	4440145	9606.ENSP00000374455	9606.ENSP00000329967	0	0	0	0	0	0.406	0.800	0.756	0.968
TOPORS	UBE2I	4442390	4441792	9606.ENSP00000353735	9606.ENSP00000348056	0	0	0	0	0	0.434	0.900	0.495	0.968
PPP1CB	PPP1R10	4446400	4444742	9606.ENSP00000378769	9606.ENSP00000365694	0	0	0	0	0	0.761	0.720	0.567	0.968
HMOX2	BLVRB	4451218	4435245	9606.ENSP00000477572	9606.ENSP00000263368	0	0	0	0	0.061	0	0.900	0.695	0.968
FNBP1	PACSIN2	4448700	4435223	9606.ENSP00000413625	9606.ENSP00000263246	0	0	0	0	0.061	0	0.900	0.694	0.968
HNRNPA1	SNRNP200	4441190	4439101	9606.ENSP00000341826	9606.ENSP00000317123	0	0	0	0	0.231	0.502	0.900	0.264	0.968
NCOR2	RBPJ	4447065	4441499	9606.ENSP00000384018	9606.ENSP00000345206	0	0	0	0	0.064	0.430	0.900	0.477	0.968
EFTUD2	SF1	4447727	4444880	9606.ENSP00000392094	9606.ENSP00000366604	0	0	0	0	0.202	0.533	0.900	0.259	0.968
ILK	IQGAP1	4446590	4435814	9606.ENSP00000379975	9606.ENSP00000268182	0	0	0	0	0	0	0.900	0.700	0.968
TBC1D5	VPS35	4448251	4437537	9606.ENSP00000402935	9606.ENSP00000299138	0	0	0	0	0.151	0.393	0.720	0.804	0.968
COL4A1	COL3A1	4444632	4438049	9606.ENSP00000364979	9606.ENSP00000304408	0	0	0.413	0.717	0.570	0	0.900	0.731	0.968
PTPN23	STAM2	4435615	4435333	9606.ENSP00000265562	9606.ENSP00000263904	0	0	0	0	0.179	0.912	0	0.597	0.968
RBPJ	JAG1	4441499	4434399	9606.ENSP00000345206	9606.ENSP00000254958	0	0	0	0	0.063	0.686	0	0.901	0.968
